strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
Buy & Hold,2.2404288821911815,0.21999185704018243,0.19815435729581007,1.1036963377796936,-0.33827653040400674
MA20,1.1596992198327172,0.13908230034920477,0.13607601964881325,1.0257933526250786,-0.18225973892070202
Momentum60,0.7557427995086892,0.09987939040242666,0.15288947332953162,0.6999484535862941,-0.27050235641296627
