date,nav_bh,nav_ma20,nav_mom60,dd_bh,dd_ma20,dd_mom60
2022-07-13,1.7344198983976633,1.658918748848515,1.3620433447809996,-0.23724813482229978,-0.1822599077829019,-0.20671730816551992
2022-07-14,1.7428285033476703,1.658918748848515,1.3620433447809996,-0.23355025340668323,-0.1822599077829019,-0.20671730816551992
2022-07-15,1.7657603468893837,1.658918748848515,1.3620433447809996,-0.22346543689277887,-0.1822599077829019,-0.20671730816551992
2022-07-18,1.7735253545146412,1.6638499567004728,1.3620433447809996,-0.2200505925089269,-0.17982913993101013,-0.20671730816551992
2022-07-19,1.7750785396623248,1.6653070923620197,1.3620433447809996,-0.21936754287979365,-0.17911086590398295,-0.20671730816551992
2022-07-20,1.786725854361677,1.676234133246359,1.3620433447809996,-0.21424536282440443,-0.17372453855876369,-0.20671730816551992
2022-07-21,1.8069149004191516,1.6951746819805755,1.3620433447809996,-0.20536675589033748,-0.16438806799363725,-0.20671730816551992
2022-07-22,1.8139033154705677,1.7017309311208004,1.3620433447809996,-0.20229343632105212,-0.16115625945554746,-0.20671730816551992
2022-07-25,1.8123505237999527,1.700274164603569,1.3620433447809996,-0.20297631290940776,-0.16187435151820362,-0.20671730816551992
2022-07-26,1.796043784816573,1.6849758397826942,1.3620433447809996,-0.21014758417193746,-0.1694154402897139,-0.20671730816551992
2022-07-27,1.8123505237999529,1.7002741646035693,1.3620433447809996,-0.20297631290940765,-0.1618743515182035,-0.20671730816551992
2022-07-28,1.8154563694592285,1.7031879437342423,1.3620433447809996,-0.201610444372178,-0.16043804608331058,-0.20671730816551992
2022-07-29,1.8325394386984044,1.7192145902896803,1.3620433447809996,-0.19409776365560005,-0.1525379416078675,-0.20671730816551992
2022-08-01,1.8271038153176036,1.714115107666687,1.3620433447809996,-0.19648820663652966,-0.155051658083301,-0.20671730816551992
2022-08-02,1.7980059237972639,1.6868166394361936,1.3620433447809996,-0.2092846874947012,-0.16850804462645386,-0.20671730816551992
2022-08-03,1.8088981560025095,1.6970352923790095,1.3620433447809996,-0.20449457269137405,-0.16347090690913468,-0.20671730816551992
2022-08-04,1.8135662367820402,1.7014146974904871,1.3620433447809996,-0.20244167458712803,-0.16131214226668222,-0.20671730816551992
2022-08-05,1.8594695338903446,1.7444793194377515,1.3620433447809996,-0.18225462212104881,-0.14008405743920394,-0.20671730816551992
2022-08-08,1.8555794884339063,1.7408298356862044,1.3572530125599442,-0.1839653609278773,-0.1418830178654492,-0.209507298406037
2022-08-09,1.854023286628699,1.7393698699182383,1.3553189270170463,-0.18464973720297162,-0.14260268695265388,-0.21063375050580846
2022-08-10,1.8345730593465075,1.7211224511605034,1.3553189270170463,-0.1932034312371138,-0.15159748908388027,-0.21063375050580846
2022-08-11,1.8680276601263135,1.7525082083007757,1.3553189270170463,-0.1784909852099743,-0.1361263323705063,-0.21063375050580846
2022-08-12,1.8796981899726966,1.763457028699732,1.3553189270170463,-0.17335859574871149,-0.13072926912739957,-0.21063375050580846
2022-08-15,1.8968147047626798,1.7795150525219912,1.3553189270170463,-0.16583120656604433,-0.1228136976804235,-0.21063375050580846
2022-08-16,1.8999264525779804,1.7824343688173976,1.3553189270170463,-0.16446274241715164,-0.12137466277996578,-0.21063375050580846
2022-08-17,1.900704881378141,1.7831646593216437,1.3553189270170463,-0.1641204100789565,-0.1210146765993877,-0.21063375050580846
2022-08-18,1.8882563162086656,1.7714859175627569,1.3445110085744008,-0.16959495883763698,-0.1267715440587016,-0.21692850952956622
2022-08-19,1.8913683263420118,1.7744054799543736,1.3425950803871822,-0.16822637932822604,-0.1253323878486633,-0.21804438640348656
2022-08-22,1.8680276601263135,1.7525082083007761,1.324113420719538,-0.1784909852099743,-0.1361263323705061,-0.22880849371834955
2022-08-23,1.8392408778079925,1.7255016101757708,1.3222265590950126,-0.19115064849338614,-0.1494388457510084,-0.22990744161480092
2022-08-24,1.8345730593465075,1.7230427703812703,1.3222265590950126,-0.1932034312371138,-0.15065089539581322,-0.22990744161480092
2022-08-25,1.8516893118184454,1.7230427703812703,1.3222265590950126,-0.1856761574149648,-0.15065089539581322,-0.22990744161480092
